Statistical profiling result from v8.log, (14146 ticks, 10645 unaccounted, 0 excluded).

 [Unknown]:
   ticks  total  nonlib   name
  10645   75.3%

 [Shared libraries]:
   ticks  total  nonlib   name

 [JavaScript]:
   ticks  total  nonlib   name
     36    0.3%      5    0.0%                                                                                                    LazyCompile: *quoteAttributeValueForBrowser /Volumes/Projects/react-perf/react/react-with-addons.js:1
     31    0.2%      1    0.0%                                                                                                      LazyCompile: *escapeTextContentForBrowser /Volumes/Projects/react-perf/react/react-with-addons.js:1
     30    0.2%      2    0.0%                                                                                                        LazyCompile: *replace native string.js:221
     28    0.2%     24    0.2%                                                                                                          LazyCompile: *StringReplaceGlobalRegExpWithFunction native string.js:374
     21    0.1%     20    0.1%                                                                                                  LazyCompile: *hasOwnProperty native v8natives.js:249
     59    0.4%     42    0.3%                                                                                                LazyCompile: _createContentMarkup /Volumes/Projects/react-perf/react/react-with-addons.js:1
     16    0.1%      2    0.0%                                                                                                  LazyCompile: *escapeTextContentForBrowser /Volumes/Projects/react-perf/react/react-with-addons.js:1
     55    0.4%     55    0.4%                                                                                              LazyCompile: *enqueue /Volumes/Projects/react-perf/react/react-with-addons.js:1
    628    4.4%     22    0.2%                                                                                            LazyCompile: _renderValidatedComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
    586    4.1%     11    0.1%                                                                                              LazyCompile: *_renderValidatedComponentWithoutOwnerOrContext /Volumes/Projects/react-perf/react/react-with-addons.js:1
    557    3.9%     60    0.4%                                                                                                LazyCompile: *render /Volumes/Projects/react-perf/chat/components/ThreadListItem.jsx:30
    194    1.4%     72    0.5%                                                                                                  LazyCompile: classNames /Volumes/Projects/react-perf/node_modules/classnames/index.js:1
    105    0.7%     78    0.6%                                                                                                    LazyCompile: *fn /Volumes/Projects/react-perf/node_modules/babel/node_modules/core-js/shim.js:713
     21    0.1%      3    0.0%                                                                                                      LazyCompile: *slice native string.js:510
     18    0.1%     18    0.1%                                                                                                        LazyCompile: *SubString native string.js:205
    191    1.4%    159    1.1%                                                                                                  Script: ReactElement.createElement /Volumes/Projects/react-perf/react/react-with-addons.js:1
     17    0.1%     17    0.1%                                                                                                    Script: /Volumes/Projects/react-perf/react/react-with-addons.js
    109    0.8%      4    0.0%                                                                                                  LazyCompile: *toTimeString native date.js:337
     96    0.7%     21    0.1%                                                                                                    LazyCompile: *LocalTimezoneString native date.js:254
     65    0.5%     65    0.5%                                                                                                      LazyCompile: *LocalTimezone native date.js:51
     18    0.1%      6    0.0%                                                                                                LazyCompile: *render /Volumes/Projects/react-perf/react/react-with-addons.js:1
    476    3.4%      5    0.0%                                                                                            LazyCompile: *Constructor /Volumes/Projects/react-perf/react/react-with-addons.js:1
    471    3.3%     34    0.2%                                                                                              LazyCompile: *<anonymous> /Volumes/Projects/react-perf/react/react-with-addons.js:1
    414    2.9%    120    0.8%                                                                                                LazyCompile: bindAutoBindMethods /Volumes/Projects/react-perf/react/react-with-addons.js:1
    272    1.9%      6    0.0%                                                                                                  LazyCompile: *bindAutoBindMethod /Volumes/Projects/react-perf/react/react-with-addons.js:1
    266    1.9%    265    1.9%                                                                                                    LazyCompile: bind native v8natives.js:1578
     16    0.1%      7    0.0%                                                                                                LazyCompile: ~bindAutoBindMethods /Volumes/Projects/react-perf/react/react-with-addons.js:1
     78    0.6%     25    0.2%                                                                                            LazyCompile: instantiateReactComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
     38    0.3%      9    0.1%                                                                                              LazyCompile: *createInternalComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
     25    0.2%     11    0.1%                                                                                                LazyCompile: *ReactDOMComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
     25    0.2%     25    0.2%                                                                                            LazyCompile: *getComponentClassForElement /Volumes/Projects/react-perf/react/react-with-addons.js:1
     16    0.1%      6    0.0%                                                                                            LazyCompile: _processContext /Volumes/Projects/react-perf/react/react-with-addons.js:1
     27    0.2%     27    0.2%                                                                                          LazyCompile: *enqueue /Volumes/Projects/react-perf/react/react-with-addons.js:1
    362    2.6%    105    0.7%                                                                                        LazyCompile: instantiateChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
    206    1.5%      2    0.0%                                                                                          LazyCompile: *flattenChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
    204    1.4%      0    0.0%                                                                                            LazyCompile: *traverseAllChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
    202    1.4%     21    0.1%                                                                                              LazyCompile: *traverseAllChildrenImpl /Volumes/Projects/react-perf/react/react-with-addons.js:1
     71    0.5%      2    0.0%                                                                                                LazyCompile: *traverseAllChildrenImpl /Volumes/Projects/react-perf/react/react-with-addons.js:1
     40    0.3%     40    0.3%                                                                                                  LazyCompile: ~flattenSingleChildIntoContext /Volumes/Projects/react-perf/react/react-with-addons.js:1
     28    0.2%     25    0.2%                                                                                                  LazyCompile: *flattenSingleChildIntoContext /Volumes/Projects/react-perf/react/react-with-addons.js:1
     45    0.3%     33    0.2%                                                                                                LazyCompile: *flattenSingleChildIntoContext /Volumes/Projects/react-perf/react/react-with-addons.js:1
     38    0.3%     37    0.3%                                                                                                LazyCompile: ~flattenSingleChildIntoContext /Volumes/Projects/react-perf/react/react-with-addons.js:1
     19    0.1%      6    0.0%                                                                                                LazyCompile: getComponentKey /Volumes/Projects/react-perf/react/react-with-addons.js:1
     49    0.3%     32    0.2%                                                                                          LazyCompile: instantiateReactComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
    316    2.2%     46    0.3%                                                                                    LazyCompile: _createOpenTagMarkupAndPutListeners /Volumes/Projects/react-perf/react/react-with-addons.js:1
    150    1.1%     25    0.2%                                                                                      LazyCompile: createMarkupForProperty /Volumes/Projects/react-perf/react/react-with-addons.js:1
     71    0.5%      8    0.1%                                                                                        LazyCompile: *isCustomAttribute /Volumes/Projects/react-perf/react/react-with-addons.js:1
     63    0.4%     46    0.3%                                                                                          LazyCompile: b native v8natives.js:1582
     17    0.1%     14    0.1%                                                                                            LazyCompile: *test native regexp.js:217
     35    0.2%      2    0.0%                                                                                        LazyCompile: *quoteAttributeValueForBrowser /Volumes/Projects/react-perf/react/react-with-addons.js:1
     33    0.2%      4    0.0%                                                                                          LazyCompile: *escapeTextContentForBrowser /Volumes/Projects/react-perf/react/react-with-addons.js:1
     29    0.2%      4    0.0%                                                                                            LazyCompile: *replace native string.js:221
     25    0.2%     23    0.2%                                                                                              LazyCompile: *StringReplaceGlobalRegExpWithFunction native string.js:374
     85    0.6%      7    0.0%                                                                                      LazyCompile: *enqueuePutListener /Volumes/Projects/react-perf/react/react-with-addons.js:1
     53    0.4%     18    0.1%                                                                                        LazyCompile: ~findReactContainerForID /Volumes/Projects/react-perf/react/react-with-addons.js:1
     35    0.2%     19    0.1%                                                                                          LazyCompile: *getReactRootIDFromNodeID /Volumes/Projects/react-perf/react/react-with-addons.js:1
     23    0.2%     23    0.2%                                                                                        LazyCompile: *enqueue /Volumes/Projects/react-perf/react/react-with-addons.js:1
     20    0.1%      1    0.0%                                                                                      LazyCompile: *createMarkupForID /Volumes/Projects/react-perf/react/react-with-addons.js:1
     19    0.1%      3    0.0%                                                                                        LazyCompile: *quoteAttributeValueForBrowser /Volumes/Projects/react-perf/react/react-with-addons.js:1
     16    0.1%      1    0.0%                                                                                          LazyCompile: *escapeTextContentForBrowser /Volumes/Projects/react-perf/react/react-with-addons.js:1
     15    0.1%      1    0.0%                                                                                            LazyCompile: *replace native string.js:221
     15    0.1%     15    0.1%                                                                                      LazyCompile: *hasOwnProperty native v8natives.js:249
     20    0.1%     20    0.1%                                                                                  LazyCompile: *enqueue /Volumes/Projects/react-perf/react/react-with-addons.js:1
    233    1.6%      4    0.0%                                                                                LazyCompile: *Constructor /Volumes/Projects/react-perf/react/react-with-addons.js:1
    227    1.6%     31    0.2%                                                                                  LazyCompile: *<anonymous> /Volumes/Projects/react-perf/react/react-with-addons.js:1
    184    1.3%     53    0.4%                                                                                    LazyCompile: bindAutoBindMethods /Volumes/Projects/react-perf/react/react-with-addons.js:1
    123    0.9%      6    0.0%                                                                                      LazyCompile: *bindAutoBindMethod /Volumes/Projects/react-perf/react/react-with-addons.js:1
    117    0.8%    117    0.8%                                                                                        LazyCompile: bind native v8natives.js:1578
     41    0.3%      8    0.1%                                                                                LazyCompile: _renderValidatedComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
     29    0.2%      6    0.0%                                                                                  LazyCompile: *_renderValidatedComponentWithoutOwnerOrContext /Volumes/Projects/react-perf/react/react-with-addons.js:1
     23    0.2%     10    0.1%                                                                                    LazyCompile: *render /Volumes/Projects/react-perf/react/react-with-addons.js:1
     30    0.2%     11    0.1%                                                                                LazyCompile: instantiateReactComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
     19    0.1%      5    0.0%                                                                                  LazyCompile: *createInternalComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
     21    0.1%     21    0.1%                                                                                LazyCompile: *getComponentClassForElement /Volumes/Projects/react-perf/react/react-with-addons.js:1
    196    1.4%      3    0.0%                                                                              LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
    156    1.1%     42    0.3%                                                                                LazyCompile: _createContentMarkup /Volumes/Projects/react-perf/react/react-with-addons.js:1
    113    0.8%     26    0.2%                                                                                  LazyCompile: mountChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
     58    0.4%     10    0.1%                                                                                    LazyCompile: instantiateChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
     44    0.3%      0    0.0%                                                                                      LazyCompile: *flattenChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
     44    0.3%      0    0.0%                                                                                        LazyCompile: *traverseAllChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
     44    0.3%      3    0.0%                                                                                          LazyCompile: *traverseAllChildrenImpl /Volumes/Projects/react-perf/react/react-with-addons.js:1
     28    0.2%      3    0.0%                                                                                            LazyCompile: *traverseAllChildrenImpl /Volumes/Projects/react-perf/react/react-with-addons.js:1
     25    0.2%      0    0.0%                                                                                    LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
     35    0.2%      6    0.0%                                                                                LazyCompile: _createOpenTagMarkupAndPutListeners /Volumes/Projects/react-perf/react/react-with-addons.js:1
     17    0.1%      0    0.0%                                                                                  LazyCompile: *createMarkupForID /Volumes/Projects/react-perf/react/react-with-addons.js:1
     17    0.1%      4    0.0%                                                                                    LazyCompile: *quoteAttributeValueForBrowser /Volumes/Projects/react-perf/react/react-with-addons.js:1
     37    0.3%     37    0.3%                                                                              LazyCompile: *enqueue /Volumes/Projects/react-perf/react/react-with-addons.js:1
    546    3.9%     23    0.2%                                                                            LazyCompile: _renderValidatedComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
    510    3.6%      7    0.0%                                                                              LazyCompile: *_renderValidatedComponentWithoutOwnerOrContext /Volumes/Projects/react-perf/react/react-with-addons.js:1
    284    2.0%     10    0.1%                                                                                LazyCompile: *React.createClass.render /Volumes/Projects/react-perf/node_modules/flux-router-component/lib/NavLink.js:106
    140    1.0%     80    0.6%                                                                                  LazyCompile: *assign /Volumes/Projects/react-perf/node_modules/babel/node_modules/core-js/shim.js:194
     60    0.4%     60    0.4%                                                                                    LazyCompile: *keys native v8natives.js:333
    134    0.9%     72    0.5%                                                                                  LazyCompile: ReactElement.createElement /Volumes/Projects/node_modules/react/lib/ReactElement.js:149
     47    0.3%     47    0.3%                                                                                    LazyCompile: ReactElement /Volumes/Projects/node_modules/react/lib/ReactElement.js:93
    217    1.5%     18    0.1%                                                                                LazyCompile: *render /Volumes/Projects/react-perf/chat/components/MessageListItem.jsx:28
    132    0.9%    110    0.8%                                                                                  Script: ReactElement.createElement /Volumes/Projects/react-perf/react/react-with-addons.js:1
     16    0.1%     16    0.1%                                                                                    LazyCompile: *hasOwnProperty native v8natives.js:249
     67    0.5%      0    0.0%                                                                                  LazyCompile: *toTimeString native date.js:337
     56    0.4%      8    0.1%                                                                                    LazyCompile: *LocalTimezoneString native date.js:254
     43    0.3%     43    0.3%                                                                                      LazyCompile: *LocalTimezone native date.js:51
    530    3.7%    112    0.8%                                                                            LazyCompile: *Constructor /Volumes/Projects/node_modules/react/lib/ReactClass.js:829
    338    2.4%     82    0.6%                                                                              LazyCompile: bindAutoBindMethods /Volumes/Projects/node_modules/react/lib/ReactClass.js:696
    245    1.7%     67    0.5%                                                                                LazyCompile: *bindAutoBindMethod /Volumes/Projects/node_modules/react/lib/ReactClass.js:650
    178    1.3%    178    1.3%                                                                                  LazyCompile: bind native v8natives.js:1578
     47    0.3%     13    0.1%                                                                              LazyCompile: ~bindAutoBindMethods /Volumes/Projects/node_modules/react/lib/ReactClass.js:696
     34    0.2%      8    0.1%                                                                                LazyCompile: *bindAutoBindMethod /Volumes/Projects/node_modules/react/lib/ReactClass.js:650
     26    0.2%     26    0.2%                                                                                  LazyCompile: bind native v8natives.js:1578
     23    0.2%      3    0.0%                                                                              LazyCompile: *React.createClass.getInitialState /Volumes/Projects/react-perf/node_modules/flux-router-component/lib/NavLink.js:35
     20    0.1%     20    0.1%                                                                                LazyCompile: b native v8natives.js:1582
    162    1.1%      1    0.0%                                                                            LazyCompile: *Constructor /Volumes/Projects/react-perf/react/react-with-addons.js:1
    161    1.1%     30    0.2%                                                                              LazyCompile: *<anonymous> /Volumes/Projects/react-perf/react/react-with-addons.js:1
    115    0.8%     22    0.2%                                                                                LazyCompile: bindAutoBindMethods /Volumes/Projects/react-perf/react/react-with-addons.js:1
     90    0.6%      1    0.0%                                                                                  LazyCompile: *bindAutoBindMethod /Volumes/Projects/react-perf/react/react-with-addons.js:1
     89    0.6%     89    0.6%                                                                                    LazyCompile: bind native v8natives.js:1578
     69    0.5%      5    0.0%                                                                            LazyCompile: _processContext /Volumes/Projects/react-perf/react/react-with-addons.js:1
     58    0.4%     55    0.4%                                                                              LazyCompile: _maskContext /Volumes/Projects/react-perf/react/react-with-addons.js:1
     38    0.3%     23    0.2%                                                                            LazyCompile: instantiateReactComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
     22    0.2%     22    0.2%                                                                          LazyCompile: *enqueue /Volumes/Projects/react-perf/react/react-with-addons.js:1
    283    2.0%     72    0.5%                                                                        LazyCompile: instantiateChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
    171    1.2%      1    0.0%                                                                          LazyCompile: *flattenChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
    170    1.2%      2    0.0%                                                                            LazyCompile: *traverseAllChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
    168    1.2%     11    0.1%                                                                              LazyCompile: *traverseAllChildrenImpl /Volumes/Projects/react-perf/react/react-with-addons.js:1
     89    0.6%      3    0.0%                                                                                LazyCompile: *traverseAllChildrenImpl /Volumes/Projects/react-perf/react/react-with-addons.js:1
     51    0.4%     40    0.3%                                                                                  LazyCompile: *flattenSingleChildIntoContext /Volumes/Projects/react-perf/react/react-with-addons.js:1
     34    0.2%     32    0.2%                                                                                  LazyCompile: ~flattenSingleChildIntoContext /Volumes/Projects/react-perf/react/react-with-addons.js:1
     26    0.2%      6    0.0%                                                                                LazyCompile: getComponentKey /Volumes/Projects/react-perf/react/react-with-addons.js:1
     17    0.1%      3    0.0%                                                                                  LazyCompile: *wrapUserProvidedKey /Volumes/Projects/react-perf/react/react-with-addons.js:1
     19    0.1%     14    0.1%                                                                                LazyCompile: *flattenSingleChildIntoContext /Volumes/Projects/react-perf/react/react-with-addons.js:1
     32    0.2%     23    0.2%                                                                          LazyCompile: instantiateReactComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
    166    1.2%     26    0.2%                                                                    LazyCompile: _createOpenTagMarkupAndPutListeners /Volumes/Projects/react-perf/react/react-with-addons.js:1
    100    0.7%     18    0.1%                                                                      LazyCompile: createMarkupForProperty /Volumes/Projects/react-perf/react/react-with-addons.js:1
     40    0.3%      6    0.0%                                                                        LazyCompile: *isCustomAttribute /Volumes/Projects/react-perf/react/react-with-addons.js:1
     34    0.2%     29    0.2%                                                                          LazyCompile: b native v8natives.js:1582
     34    0.2%      3    0.0%                                                                        LazyCompile: *quoteAttributeValueForBrowser /Volumes/Projects/react-perf/react/react-with-addons.js:1
     31    0.2%      5    0.0%                                                                          LazyCompile: *escapeTextContentForBrowser /Volumes/Projects/react-perf/react/react-with-addons.js:1
     26    0.2%      6    0.0%                                                                            LazyCompile: *replace native string.js:221
     20    0.1%     19    0.1%                                                                              LazyCompile: *StringReplaceGlobalRegExpWithFunction native string.js:374
     25    0.2%      0    0.0%                                                                      LazyCompile: *createMarkupForID /Volumes/Projects/react-perf/react/react-with-addons.js:1
     25    0.2%      4    0.0%                                                                        LazyCompile: *quoteAttributeValueForBrowser /Volumes/Projects/react-perf/react/react-with-addons.js:1
     21    0.1%      2    0.0%                                                                          LazyCompile: *escapeTextContentForBrowser /Volumes/Projects/react-perf/react/react-with-addons.js:1
     19    0.1%      0    0.0%                                                                            LazyCompile: *replace native string.js:221
     19    0.1%     19    0.1%                                                                              LazyCompile: *StringReplaceGlobalRegExpWithFunction native string.js:374
    411    2.9%     18    0.1%                                                                  LazyCompile: mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
    144    1.0%      0    0.0%                                                                    LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
    140    1.0%      8    0.1%                                                                      LazyCompile: *mountComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
    117    0.8%     15    0.1%                                                                        LazyCompile: _createOpenTagMarkupAndPutListeners /Volumes/Projects/react-perf/react/react-with-addons.js:1
     46    0.3%      7    0.0%                                                                          LazyCompile: *enqueuePutListener /Volumes/Projects/react-perf/react/react-with-addons.js:1
     27    0.2%     15    0.1%                                                                            LazyCompile: ~findReactContainerForID /Volumes/Projects/react-perf/react/react-with-addons.js:1
     36    0.3%      4    0.0%                                                                          LazyCompile: createMarkupForProperty /Volumes/Projects/react-perf/react/react-with-addons.js:1
    117    0.8%      3    0.0%                                                                    LazyCompile: _renderValidatedComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
    112    0.8%      1    0.0%                                                                      LazyCompile: *_renderValidatedComponentWithoutOwnerOrContext /Volumes/Projects/react-perf/react/react-with-addons.js:1
    111    0.8%      5    0.0%                                                                        LazyCompile: *render /Volumes/Projects/react-perf/react/react-with-addons.js:1
     65    0.5%     24    0.2%                                                                          LazyCompile: b native v8natives.js:1582
     41    0.3%     26    0.2%                                                                            Script: ReactElement.createElement /Volumes/Projects/react-perf/react/react-with-addons.js:1
     40    0.3%     30    0.2%                                                                          Script: assign /Volumes/Projects/react-perf/react/react-with-addons.js:1
    111    0.8%      0    0.0%                                                                    LazyCompile: *Constructor /Volumes/Projects/react-perf/react/react-with-addons.js:1
    104    0.7%      9    0.1%                                                                      LazyCompile: *<anonymous> /Volumes/Projects/react-perf/react/react-with-addons.js:1
     79    0.6%     20    0.1%                                                                        LazyCompile: bindAutoBindMethods /Volumes/Projects/react-perf/react/react-with-addons.js:1
     52    0.4%      0    0.0%                                                                          LazyCompile: *bindAutoBindMethod /Volumes/Projects/react-perf/react/react-with-addons.js:1
     52    0.4%     52    0.4%                                                                            LazyCompile: bind native v8natives.js:1578
     21    0.1%     21    0.1%                                                                  LazyCompile: *enqueue /Volumes/Projects/react-perf/react/react-with-addons.js:1
    574    4.1%      9    0.1%                                                                LazyCompile: *Constructor /Volumes/Projects/react-perf/react/react-with-addons.js:1
    549    3.9%     60    0.4%                                                                  LazyCompile: *<anonymous> /Volumes/Projects/react-perf/react/react-with-addons.js:1
    478    3.4%    162    1.1%                                                                    LazyCompile: bindAutoBindMethods /Volumes/Projects/react-perf/react/react-with-addons.js:1
    291    2.1%     14    0.1%                                                                      LazyCompile: *bindAutoBindMethod /Volumes/Projects/react-perf/react/react-with-addons.js:1
    277    2.0%    277    2.0%                                                                        LazyCompile: bind native v8natives.js:1578
     16    0.1%      0    0.0%                                                                  LazyCompile: ~<anonymous> /Volumes/Projects/react-perf/react/react-with-addons.js:1
    216    1.5%     20    0.1%                                                                LazyCompile: _renderValidatedComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
    102    0.7%     19    0.1%                                                                  LazyCompile: _processChildContext /Volumes/Projects/react-perf/react/react-with-addons.js:1
     55    0.4%      6    0.0%                                                                    LazyCompile: *FluxibleMixin.getChildContext /Volumes/Projects/react-perf/node_modules/fluxible/lib/FluxibleMixin.js:57
     32    0.2%     11    0.1%                                                                      LazyCompile: *forEach native array.js:1087
     21    0.1%     21    0.1%                                                                        LazyCompile: *<anonymous> /Volumes/Projects/react-perf/node_modules/fluxible/lib/FluxibleMixin.js:59
     17    0.1%      2    0.0%                                                                      LazyCompile: *o.(anonymous function) /Volumes/Projects/react-perf/node_modules/babel/node_modules/core-js/shim.js:738
     27    0.2%     21    0.1%                                                                    Script: assign /Volumes/Projects/react-perf/react/react-with-addons.js:1
     85    0.6%      8    0.1%                                                                  LazyCompile: *_renderValidatedComponentWithoutOwnerOrContext /Volumes/Projects/react-perf/react/react-with-addons.js:1
     58    0.4%      8    0.1%                                                                    LazyCompile: *render /Volumes/Projects/react-perf/chat/components/MessageComposer.jsx:31
     50    0.4%     37    0.3%                                                                      Script: ReactElement.createElement /Volumes/Projects/react-perf/react/react-with-addons.js:1
     19    0.1%     13    0.1%                                                                    LazyCompile: *render /Volumes/Projects/react-perf/react/react-with-addons.js:1
     80    0.6%     13    0.1%                                                                LazyCompile: _processChildContext /Volumes/Projects/react-perf/react/react-with-addons.js:1
     39    0.3%     10    0.1%                                                                  LazyCompile: *FluxibleMixin.getChildContext /Volumes/Projects/react-perf/node_modules/fluxible/lib/FluxibleMixin.js:57
     15    0.1%      6    0.0%                                                                    LazyCompile: *forEach native array.js:1087
     28    0.2%     23    0.2%                                                                  Script: assign /Volumes/Projects/react-perf/react/react-with-addons.js:1
     31    0.2%     16    0.1%                                                                LazyCompile: instantiateReactComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
     23    0.2%      0    0.0%                                                                LazyCompile: _processContext /Volumes/Projects/react-perf/react/react-with-addons.js:1
     20    0.1%     20    0.1%                                                                  LazyCompile: _maskContext /Volumes/Projects/react-perf/react/react-with-addons.js:1
     20    0.1%     20    0.1%                                                              LazyCompile: *enqueue /Volumes/Projects/react-perf/react/react-with-addons.js:1
    193    1.4%     45    0.3%                                                            LazyCompile: instantiateChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
    114    0.8%      1    0.0%                                                              LazyCompile: *flattenChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
    113    0.8%      1    0.0%                                                                LazyCompile: *traverseAllChildren /Volumes/Projects/react-perf/react/react-with-addons.js:1
    111    0.8%      7    0.0%                                                                  LazyCompile: *traverseAllChildrenImpl /Volumes/Projects/react-perf/react/react-with-addons.js:1
     81    0.6%      6    0.0%                                                                    LazyCompile: *traverseAllChildrenImpl /Volumes/Projects/react-perf/react/react-with-addons.js:1
     39    0.3%     38    0.3%                                                                      LazyCompile: ~flattenSingleChildIntoContext /Volumes/Projects/react-perf/react/react-with-addons.js:1
     35    0.2%     30    0.2%                                                                      LazyCompile: *flattenSingleChildIntoContext /Volumes/Projects/react-perf/react/react-with-addons.js:1
     16    0.1%     16    0.1%                                                                    LazyCompile: *ReactElement.isValidElement /Volumes/Projects/react-perf/react/react-with-addons.js:1
     29    0.2%     16    0.1%                                                              LazyCompile: instantiateReactComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
     89    0.6%     18    0.1%                                                        LazyCompile: _createOpenTagMarkupAndPutListeners /Volumes/Projects/react-perf/react/react-with-addons.js:1
     50    0.4%      7    0.0%                                                          LazyCompile: createMarkupForProperty /Volumes/Projects/react-perf/react/react-with-addons.js:1
     20    0.1%      2    0.0%                                                            LazyCompile: *isCustomAttribute /Volumes/Projects/react-perf/react/react-with-addons.js:1
     18    0.1%     12    0.1%                                                              LazyCompile: b native v8natives.js:1582
     19    0.1%      2    0.0%                                                            LazyCompile: *quoteAttributeValueForBrowser /Volumes/Projects/react-perf/react/react-with-addons.js:1
     17    0.1%      4    0.0%                                                              LazyCompile: *escapeTextContentForBrowser /Volumes/Projects/react-perf/react/react-with-addons.js:1
    122    0.9%      6    0.0%                                                    LazyCompile: *Constructor /Volumes/Projects/react-perf/react/react-with-addons.js:1
    116    0.8%     18    0.1%                                                      LazyCompile: *<anonymous> /Volumes/Projects/react-perf/react/react-with-addons.js:1
     95    0.7%     26    0.2%                                                        LazyCompile: bindAutoBindMethods /Volumes/Projects/react-perf/react/react-with-addons.js:1
     64    0.5%      7    0.0%                                                          LazyCompile: *bindAutoBindMethod /Volumes/Projects/react-perf/react/react-with-addons.js:1
     57    0.4%     56    0.4%                                                            LazyCompile: bind native v8natives.js:1578
     26    0.2%      5    0.0%                                                    LazyCompile: _renderValidatedComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
     16    0.1%      2    0.0%                                                      LazyCompile: *_renderValidatedComponentWithoutOwnerOrContext /Volumes/Projects/react-perf/react/react-with-addons.js:1
     15    0.1%      7    0.0%                                                    LazyCompile: instantiateReactComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
    870    6.2%      7    0.0%                                                LazyCompile: *Constructor /Volumes/Projects/react-perf/react/react-with-addons.js:1
    862    6.1%     37    0.3%                                                  LazyCompile: *<anonymous> /Volumes/Projects/react-perf/react/react-with-addons.js:1
    634    4.5%    238    1.7%                                                    LazyCompile: bindAutoBindMethods /Volumes/Projects/react-perf/react/react-with-addons.js:1
    353    2.5%     26    0.2%                                                      LazyCompile: *bindAutoBindMethod /Volumes/Projects/react-perf/react/react-with-addons.js:1
    327    2.3%    325    2.3%                                                        LazyCompile: bind native v8natives.js:1578
     30    0.2%     30    0.2%                                                      LazyCompile: *hasOwnProperty native v8natives.js:249
    109    0.8%      2    0.0%                                                    LazyCompile: *getInitialState /Volumes/Projects/react-perf/chat/components/ThreadSection.jsx:35
    107    0.8%      5    0.0%                                                      LazyCompile: b native v8natives.js:1582
    102    0.7%      0    0.0%                                                        LazyCompile: *getStateFromStores /Volumes/Projects/react-perf/chat/components/ThreadSection.jsx:39
     76    0.5%     12    0.1%                                                          LazyCompile: *getAllChrono /Volumes/Projects/react-perf/chat/stores/ThreadStore.js:29
     37    0.3%     26    0.2%                                                            LazyCompile: *sort native array.js:741
     17    0.1%      9    0.1%                                                            LazyCompile: *forEach native array.js:1087
     19    0.1%     13    0.1%                                                          LazyCompile: b native v8natives.js:1582
     66    0.5%      2    0.0%                                                    LazyCompile: *getInitialState /Volumes/Projects/react-perf/chat/components/MessageSection.jsx:41
     64    0.5%      8    0.1%                                                      LazyCompile: b native v8natives.js:1582
     56    0.4%      0    0.0%                                                        LazyCompile: *getStateFromStores /Volumes/Projects/react-perf/chat/components/MessageSection.jsx:45
     41    0.3%      2    0.0%                                                          LazyCompile: *getAllForCurrentThread /Volumes/Projects/react-perf/chat/stores/MessageStore.js:63
     36    0.3%      7    0.0%                                                            LazyCompile: *getAllForThread /Volumes/Projects/react-perf/chat/stores/MessageStore.js:52
     29    0.2%     13    0.1%                                                              LazyCompile: *forEach native array.js:1087
     16    0.1%     16    0.1%                                                                LazyCompile: *<anonymous> /Volumes/Projects/react-perf/chat/stores/MessageStore.js:55
    480    3.4%      7    0.0%                                                LazyCompile: _renderValidatedComponent /Volumes/Projects/react-perf/react/react-with-addons.js:1
    320    2.3%      3    0.0%                                                  LazyCompile: *_renderValidatedComponentWithoutOwnerOrContext /Volumes/Projects/react-perf/react/react-with-addons.js:1
    186    1.3%     14    0.1%                                                    LazyCompile: *render /Volumes/Projects/react-perf/chat/components/ThreadSection.jsx:47
